basin_index,from_raw,from_swmm_id,to_raw,to_swmm_id,edge_type,parsed_successfully,built_successfully,blocker_reason,direction_token_used,source_branch_logic_row
5,IN165.6,IN_165_6,J136.7,J_136_7,IJ,true,false,missing_junction_source,TOP,230
5,IN165.7,IN_165_7,J136.7,J_136_7,IJ,true,false,missing_junction_source,TOP,230
5,J136,J_136,J136.6,J_136_6,JJ,true,true,,TOP,231
5,J136.5,J_136_5,J136.6,J_136_6,JJ,true,true,,TOP,231
5,IN165.5,IN_165_5,J136.5,J_136_5,IJ,true,true,,TOP,232
5,J136.4,J_136_4,J136.5,J_136_5,JJ,true,true,,TOP,232
5,IN165.4,IN_165_4,J136.4,J_136_4,IJ,true,true,,TOP,233
5,IN165.3,IN_165_3,J136.3,J_136_3,IJ,true,false,missing_junction_source,TOP,234
5,J136.1,J_136_1,J136.2,J_136_2,JJ,true,false,missing_junction_source,TOP,235
5,IN165.1,IN_165_1,J136.1,J_136_1,IJ,true,true,,TOP,236
5,IN165,IN_165,J136,J_136,IJ,true,true,,TOP,237
5,IN164,IN_164,J136,J_136,IJ,true,true,,TOP,237
